EVENTID,REPORTER,STA,LAT,LON,ELEV,CHN,DIST,BAZ,ISCPHASE,REPPHASE,DATE,TIME,RES,TDEF,AMPLITUDE,PER,AUTHOR,DATE_1,TIME_1,LAT_1,LON_1,DEPTH,AUTHOR_1,TYPE,MAG,Y
603877657,,ISA,35.6628,-118.47399999999999,873.0,BHZ,0.01,321.9,Pg,Pg,2014-01-01,2014-01-01 15:47:18.050,-0.1,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,VES,35.8409,-119.0847,154.0,BHZ,0.53,290.2,Pg,P,2014-01-01,2014-01-01 15:47:26.490,0.1,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,CWC,36.4399,-118.0802,1595.0,BHZ,0.84,22.0,Pg,P,2014-01-01,2014-01-01 15:47:31.430,-0.8,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,EDW2,34.8811,-117.9939,772.0,BHZ,0.87,153.2,Pg,P,2014-01-01,2014-01-01 15:47:32.090,-0.7,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,VOG,36.321,-119.3823,90.0,HHZ,0.99,312.0,Pg,,2014-01-01,2014-01-01 15:47:34.430,-0.7,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,OSI,34.6145,-118.7235,718.0,BHZ,1.06,191.3,Pb,,2014-01-01,2014-01-01 15:47:35.840,-0.5,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,GSC,35.3018,-116.8057,1000.0,BHZ,1.4,104.2,Pn,,2014-01-01,2014-01-01 15:47:40.590,-0.9,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,TIN,37.0542,-118.2301,1197.0,HHZ,1.41,7.9,Pn,,2014-01-01,2014-01-01 15:47:41.880,0.3,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,SBC,34.4417,-119.7133,90.0,BHZ,1.59,220.4,Pb,Pb,2014-01-01,2014-01-01 15:47:45.220,-0.0,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,HEC,34.8294,-116.335,920.0,BHZ,1.93,114.7,Pn,P,2014-01-01,2014-01-01 15:47:48.000,-0.8,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,MLAC,37.6302,-118.8361,2162.0,BHZ,1.99,351.6,Pb,Pb,2014-01-01,2014-01-01 15:47:52.080,-0.2,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,TUQ,35.4358,-115.9239,1350.0,BHZ,2.09,95.4,Pn,Pb,2014-01-01,2014-01-01 15:47:52.500,1.5,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,PFO,33.6117,-116.4594,1259.0,BHZ,2.63,140.4,Pn,P,2014-01-01,2014-01-01 15:47:58.100,-0.3,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,IRM,34.1574,-115.1451,567.0,BHZ,3.12,117.8,Pn,P,2014-01-01,2014-01-01 15:48:04.170,-0.9,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,R11A,38.3489,-115.5854,1756.0,BHZ,3.54,39.8,Pn,Pn,2014-01-01,2014-01-01 15:48:11.630,0.6,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,W13A,35.099000000000004,-113.8854,1988.2,BHZ,3.79,97.2,Pn,,2014-01-01,2014-01-01 15:48:14.260,-0.2,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,Y12C,33.7503,-114.5238,196.0,BHZ,3.77,119.2,Pn,Pn,2014-01-01,2014-01-01 15:48:14.880,0.9,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603877657,,U15A,36.428000000000004,-112.2915,2489.0,BHZ,5.07,79.5,Pn,Pn,2014-01-01,2014-01-01 15:48:32.480,0.4,True,,,ISC,2014-01-01,15:47:15.99,35.6587,-118.4702,11.7,ANF,ML,3.1,0
603878125,,I04A,43.7941,-122.4113,731.0,BHZ,3.86,23.9,Pn,P,2014-01-02,2014-01-02 06:24:07.030,0.7,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,VOG,36.321,-119.3823,90.0,BHZ,5.68,132.4,Pn,P,2014-01-02,2014-01-02 06:24:32.240,1.0,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,ISA,35.6628,-118.47399999999999,873.0,BHZ,6.67,131.8,Pn,P,2014-01-02,2014-01-02 06:24:46.420,1.5,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,R11A,38.3489,-115.5854,1756.0,BHZ,7.23,102.6,Pn,P,2014-01-02,2014-01-02 06:24:52.160,-0.6,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,EDW2,34.8811,-117.9939,772.0,BHZ,7.5,133.8,Pn,P,2014-01-02,2014-01-02 06:24:57.440,1.1,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,GSC,35.3018,-116.8057,1000.0,BHZ,7.9,126.5,Pn,Pn,2014-01-02,2014-01-02 06:25:02.100,0.2,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,RRX,34.8753,-116.9968,439.0,BHZ,8.08,129.5,Pn,P,2014-01-02,2014-01-02 06:25:05.680,1.5,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,HEC,34.8294,-116.335,920.0,BHZ,8.51,127.2,Pn,P,2014-01-02,2014-01-02 06:25:11.070,0.9,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,PFO,33.6117,-116.4594,1259.0,BHZ,9.29,133.2,Pn,P,2014-01-02,2014-01-02 06:25:21.840,0.8,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,IRM,34.1574,-115.1451,567.0,BHZ,9.69,126.2,Pn,P,2014-01-02,2014-01-02 06:25:27.940,1.7,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,BC3,33.6551,-115.4537,1137.0,BHZ,9.84,129.3,Pn,P,2014-01-02,2014-01-02 06:25:29.640,1.2,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,MONP2,32.891999999999996,-116.4223,1875.0,BHZ,9.86,135.9,Pn,P,2014-01-02,2014-01-02 06:25:30.060,1.2,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,Y12C,33.7503,-114.5238,196.0,BHZ,10.34,125.9,Pn,Pn,2014-01-02,2014-01-02 06:25:36.170,1.0,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603878125,,GLA,33.0515,-114.8271,610.0,BHZ,10.64,129.6,Pn,Pn,2014-01-02,2014-01-02 06:25:40.640,1.3,True,,,ISC,2014-01-02,06:23:07.16,40.2808,-124.5722,12.7,IDC,mb,3.5,0
603879064,,MLAC,37.6302,-118.8361,2162.0,BHZ,1.54,201.2,Pn,P,2014-01-02,2014-01-02 12:05:19.040,-0.0,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,TIN,37.0542,-118.2301,1197.0,BHZ,2.02,182.2,Pn,P,2014-01-02,2014-01-02 12:05:25.330,-0.1,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,R11A,38.3489,-115.5854,1756.0,BHZ,2.12,109.1,Pn,P,2014-01-02,2014-01-02 12:05:25.720,-1.2,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,CWC,36.4399,-118.0802,1595.0,BHZ,2.63,179.1,Pn,P,2014-01-02,2014-01-02 12:05:33.720,-0.2,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,VOG,36.321,-119.3823,90.0,BHZ,2.92,200.2,Pn,P,2014-01-02,2014-01-02 12:05:37.870,0.1,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,ISA,35.6628,-118.47399999999999,873.0,BHZ,3.42,184.7,Pn,P,2014-01-02,2014-01-02 12:05:44.710,0.1,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,GSC,35.3018,-116.8057,1000.0,BHZ,3.91,163.9,Pn,,2014-01-02,2014-01-02 12:05:51.080,-0.4,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,HEC,34.8294,-116.335,920.0,BHZ,4.47,160.7,Pn,P,2014-01-02,2014-01-02 12:05:58.770,-0.4,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,W13A,35.099000000000004,-113.8854,1988.2,BHZ,5.22,138.1,Pn,Pn,2014-01-02,2014-01-02 12:06:09.650,0.0,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,IRM,34.1574,-115.1451,567.0,BHZ,5.46,153.0,Pn,P,2014-01-02,2014-01-02 12:06:13.160,0.4,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,PFO,33.6117,-116.4594,1259.0,BHZ,5.62,165.6,Pn,,2014-01-02,2014-01-02 12:06:15.130,0.2,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,I04A,43.7941,-122.4113,731.0,BHZ,5.71,327.1,Pn,P,2014-01-02,2014-01-02 12:06:19.500,3.4,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,Y12C,33.7503,-114.5238,196.0,BHZ,6.06,150.2,Pn,Pn,2014-01-02,2014-01-02 12:06:21.750,0.9,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,X16A,34.4178,-111.4411,1759.4,BHZ,7.1,128.8,Pn,Pn,2014-01-02,2014-01-02 12:06:37.050,1.6,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,EDW2,34.8811,-117.9939,772.0,BHE,4.18,178.4,Sg,Sb,2014-01-02,2014-01-02 12:07:00.270,-4.9,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
603879064,,OSI,34.6145,-118.7235,718.0,BHN,4.47,186.3,Sb,Sb,2014-01-02,2014-01-02 12:07:08.850,4.8,True,,,ISC,2014-01-02,12:04:50.79,39.0727,-118.1331,6.0,,,,0
606909061,,K22A,42.6507,-106.524,1686.0,BHZ,2.0,203.2,Pn,,2014-01-02,2014-01-02 14:59:30.650,1.0,True,,,ISC,2014-01-02,14:58:54.44,44.4972,-105.4541,0.0,IDC,ML,2.5,1
606909061,,N23A,40.8947,-105.944,2458.0,BHZ,3.62,185.9,Pn,,2014-01-02,2014-01-02 14:59:51.690,-0.3,True,,,ISC,2014-01-02,14:58:54.44,44.4972,-105.4541,0.0,IDC,ML,2.5,1
606909061,,PD31,42.7667,-109.5579,2214.4,BHZ,3.44,241.3,Pb,,2014-01-02,2014-01-02 14:59:55.380,-1.1,True,,,ISC,2014-01-02,14:58:54.44,44.4972,-105.4541,0.0,IDC,ML,2.5,1
606909061,,O20A,40.1348,-108.2416,1915.0,BHZ,4.82,206.3,Pn,,2014-01-02,2014-01-02 15:00:08.870,0.4,True,,,ISC,2014-01-02,14:58:54.44,44.4972,-105.4541,0.0,IDC,ML,2.5,1
603879076,,TUL1,35.9104,-95.7919,256.0,BHZ,0.93,103.0,Pg,,2014-01-02,2014-01-02 17:20:44.080,0.0,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,U32A,36.3795,-99.0014,525.0,BHZ,1.71,279.2,Pn,,2014-01-02,2014-01-02 17:20:57.840,0.8,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,W39A,35.196,-93.78399999999999,162.0,BHZ,2.7,109.1,Pn,,2014-01-02,2014-01-02 17:21:10.950,0.4,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,U40A,36.3563,-92.8535,374.0,BHZ,3.28,84.8,Pn,,2014-01-02,2014-01-02 17:21:18.850,0.3,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,X40A,34.4873,-92.8342,158.0,BHZ,3.71,115.0,Pn,,2014-01-02,2014-01-02 17:21:25.410,1.0,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,W41B,35.1736,-92.2479,95.0,BHZ,3.91,102.7,Pn,P,2014-01-02,2014-01-02 17:21:28.270,1.1,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,ABTX,32.6238,-99.6431,502.0,BHZ,4.16,213.8,Pb,,2014-01-02,2014-01-02 17:21:39.040,-1.1,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,WHTX,31.9913,-97.4561,190.0,BHZ,4.15,186.5,Pb,Pg,2014-01-02,2014-01-02 17:21:40.240,0.3,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,BGNE,41.4083,-98.1502,573.0,BHZ,5.37,349.9,Pn,Pn,2014-01-02,2014-01-02 17:21:48.410,1.2,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,T25A,37.1388,-104.4108,2017.0,BHZ,6.12,281.7,Pn,Pn,2014-01-02,2014-01-02 17:21:58.950,1.2,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,KSCO,39.0112,-102.6273,1382.0,BHZ,5.38,304.1,Pb,Pg,2014-01-02,2014-01-02 17:22:01.890,0.9,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,L40A,42.0628,-91.2218,242.0,BHZ,7.39,35.0,Pn,Pn,2014-01-02,2014-01-02 17:22:14.970,-0.0,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,L42A,42.004,-89.667,257.0,BHZ,8.13,41.6,Pn,Pn,2014-01-02,2014-01-02 17:22:24.960,-0.2,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,Z41A,33.2577,-92.803,62.0,BHN,4.42,129.1,Sn,S,2014-01-02,2014-01-02 17:22:25.730,-0.5,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,TX31,29.3342,-103.6678,1025.0,BHZ,8.85,222.0,Pn,Pn,2014-01-02,2014-01-02 17:22:34.700,-0.4,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,S44A,37.6936,-89.2551,155.0,BHZ,6.33,73.4,Sn,Sn,2014-01-02,2014-01-02 17:23:11.390,-1.6,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
603879076,,T47A,36.9881,-87.1055,217.0,BHZ,7.93,80.9,Sn,Sn,2014-01-02,2014-01-02 17:23:52.920,0.3,True,,,ISC,2014-01-02,17:20:26.34,36.124,-96.9029,4.0,,,,0
604647088,,TIN,37.0542,-118.2301,1197.0,HHZ,0.95,250.0,Pb,,2014-01-03,2014-01-03 01:41:55.330,-0.2,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,CWC,36.4399,-118.0802,1595.0,BHZ,1.22,219.6,Pg,P,2014-01-03,2014-01-03 01:41:59.870,-0.4,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,R11A,38.3489,-115.5854,1756.0,BHZ,1.55,51.1,Pb,,2014-01-03,2014-01-03 01:42:05.790,-0.1,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,ISA,35.6628,-118.47399999999999,873.0,BHZ,2.04,212.8,Pn,P,2014-01-03,2014-01-03 01:42:11.740,0.2,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,GSC,35.3018,-116.8057,1000.0,BHZ,2.09,173.0,Pb,,2014-01-03,2014-01-03 01:42:15.080,-0.0,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,TUQ,35.4358,-115.9239,1350.0,BHZ,2.17,153.3,Pb,Pb,2014-01-03,2014-01-03 01:42:17.150,0.7,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,BMN,40.4315,-117.2218,1594.1,BHZ,3.04,358.5,Pn,Pn,2014-01-03,2014-01-03 01:42:25.050,-0.4,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,W13A,35.099000000000004,-113.8854,1988.2,BHZ,3.47,130.1,Pn,Pn,2014-01-03,2014-01-03 01:42:30.140,-1.2,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,U15A,36.428000000000004,-112.2915,2489.0,BHZ,3.98,102.4,Pn,Pn,2014-01-03,2014-01-03 01:42:38.250,-0.2,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,EDW2,34.8811,-117.9939,772.0,BHN,2.6,196.1,Sg,Sb,2014-01-03,2014-01-03 01:42:58.810,-1.5,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
604647088,,HEC,34.8294,-116.335,920.0,BHN,2.63,165.8,Sg,Sb,2014-01-03,2014-01-03 01:42:59.530,-1.7,True,,,ISC,2014-01-03,01:41:36.86,37.3842,-117.1187,8.1,,,,0
606909112,,K22A,42.6507,-106.524,1686.0,BHZ,1.39,221.1,Pg,,2014-01-03,2014-01-03 15:41:12.450,-1.2,True,,,ISC,2014-01-03,15:40:47.01,43.7058,-105.2871,0.0,IDC,mb,4.2,1
606909112,,N23A,40.8947,-105.944,2458.0,BHZ,2.85,190.1,Pn,,2014-01-03,2014-01-03 15:41:35.240,1.2,True,,,ISC,2014-01-03,15:40:47.01,43.7058,-105.2871,0.0,IDC,mb,4.2,1
606909112,,PD31,42.7667,-109.5579,2214.4,BHZ,3.26,254.7,Pn,,2014-01-03,2014-01-03 15:41:40.430,0.9,True,,,ISC,2014-01-03,15:40:47.01,43.7058,-105.2871,0.0,IDC,mb,4.2,1
606909112,,O20A,40.1348,-108.2416,1915.0,BHZ,4.19,212.7,Pn,,2014-01-03,2014-01-03 15:41:53.490,1.1,True,,,ISC,2014-01-03,15:40:47.01,43.7058,-105.2871,0.0,IDC,mb,4.2,1
603918264,,FMP,33.7126,-118.2938,89.0,BHZ,0.29,152.6,Pg,P,2014-01-03,2014-01-03 19:48:05.680,-0.4,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,OSI,34.6145,-118.7235,718.0,BHZ,0.68,340.9,Pg,,2014-01-03,2014-01-03 19:48:12.470,-0.6,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,EDW2,34.8811,-117.9939,772.0,BHZ,0.98,22.7,Pg,P,2014-01-03,2014-01-03 19:48:17.400,-1.5,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,SCZ2,33.9954,-119.6351,440.0,HHZ,0.98,271.6,Pg,,2014-01-03,2014-01-03 19:48:17.920,-0.9,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,SNCC,33.2479,-119.5244,275.0,BHZ,1.15,231.2,Pb,P,2014-01-03,2014-01-03 19:48:20.440,-0.8,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,109C,32.8889,-117.1051,150.0,BHZ,1.56,133.4,Pn,,2014-01-03,2014-01-03 19:48:26.750,-0.1,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,RRX,34.8753,-116.9968,439.0,BHZ,1.5,52.9,Pb,Pg,2014-01-03,2014-01-03 19:48:27.630,0.3,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,PFO,33.6117,-116.4594,1259.0,BHZ,1.7,101.7,Pn,P,2014-01-03,2014-01-03 19:48:28.600,-0.2,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,TPFO,33.606,-116.4544,1275.0,BHZ,1.71,101.9,Pn,P,2014-01-03,2014-01-03 19:48:28.650,-0.3,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,ISA,35.6628,-118.47399999999999,873.0,BHZ,1.69,359.5,Pn,,2014-01-03,2014-01-03 19:48:28.780,0.2,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,GSC,35.3018,-116.8057,1000.0,BHZ,1.9,45.3,Pn,P,2014-01-03,2014-01-03 19:48:32.130,0.6,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,HEC,34.8294,-116.335,920.0,BHZ,1.95,63.4,Pn,P,2014-01-03,2014-01-03 19:48:32.440,0.2,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,MONP2,32.891999999999996,-116.4223,1875.0,BHZ,2.01,121.8,Pn,P,2014-01-03,2014-01-03 19:48:32.940,-0.3,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,SBC,34.4417,-119.7133,90.0,BHN,1.14,294.5,Sn,Sb,2014-01-03,2014-01-03 19:48:37.130,0.8,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,TUQ,35.4358,-115.9239,1350.0,BHZ,2.54,54.3,Pn,P,2014-01-03,2014-01-03 19:48:41.000,0.5,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,IKP,32.6501,-116.1095,906.0,BHZ,2.37,123.2,Pb,Pb,2014-01-03,2014-01-03 19:48:41.000,-1.0,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,BC3,33.6551,-115.4537,1137.0,BHZ,2.52,96.4,Pb,Pb,2014-01-03,2014-01-03 19:48:44.480,-0.2,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,IRM,34.1574,-115.1451,567.0,BHZ,2.75,85.3,Pb,Pb,2014-01-03,2014-01-03 19:48:48.800,0.2,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,GLA,33.0515,-114.8271,610.0,BHZ,3.17,105.9,Pn,Pn,2014-01-03,2014-01-03 19:48:50.020,1.1,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,Y12C,33.7503,-114.5238,196.0,BHZ,3.28,92.8,Pn,,2014-01-03,2014-01-03 19:48:52.240,1.8,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,VES,35.8409,-119.0847,154.0,BHE,1.93,344.7,Sn,S,2014-01-03,2014-01-03 19:48:57.080,1.2,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,R11A,38.3489,-115.5854,1756.0,BHZ,4.95,27.2,Pn,Pn,2014-01-03,2014-01-03 19:49:13.430,-0.1,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603918264,,CWC,36.4399,-118.0802,1595.0,BHE,2.48,7.0,Sb,Sb,2014-01-03,2014-01-03 19:49:16.830,2.5,True,,,ISC,2014-01-03,19:47:59.77,33.9736,-118.4557,16.6,ANF,ML,3.0,0
603928096,,IKP,32.6501,-116.1095,906.0,HHZ,0.53,246.2,Pb,,2014-01-04,2014-01-04 12:12:53.870,0.1,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,GLA,33.0515,-114.8271,610.0,BHZ,0.62,72.6,Pg,Pg,2014-01-04,2014-01-04 12:12:54.290,-0.8,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,MONP2,32.891999999999996,-116.4223,1875.0,BHZ,0.75,272.1,Pg,P,2014-01-04,2014-01-04 12:12:57.530,-0.0,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,BC3,33.6551,-115.4537,1137.0,BHZ,0.79,4.7,Pb,P,2014-01-04,2014-01-04 12:12:57.570,-0.6,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,PFO,33.6117,-116.4594,1259.0,BHZ,1.07,313.9,Pb,,2014-01-04,2014-01-04 12:13:01.750,-1.3,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,IRM,34.1574,-115.1451,567.0,BHZ,1.33,14.0,Pn,P,2014-01-04,2014-01-04 12:13:05.660,-1.0,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,Y12C,33.7503,-114.5238,196.0,BHZ,1.22,43.5,Pb,Pg,2014-01-04,2014-01-04 12:13:05.700,0.3,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,109C,32.8889,-117.1051,150.0,BHZ,1.32,271.4,Pn,P,2014-01-04,2014-01-04 12:13:06.270,-0.3,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
603928096,,113A,32.7683,-113.7667,118.0,BHZ,1.49,93.3,Pn,Pn,2014-01-04,2014-01-04 12:13:07.660,-1.1,True,,,ISC,2014-01-04,12:12:42.83,32.8671,-115.5315,17.0,ANF,ML,2.7,0
